genre,graph_path,feature_path,ytid,caption,tags,split
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00051.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00051.npy,e57SBRbMXbI,"This piece of audio contains a modern pop song with drums, effects panned to left and right, a female voice singing with delay before changing into a totally different song that sounds more like a fast paced country song with a synthesizer- melody; acoustic drums and a banjo playing a fast melody along. This recording is also full of voice samples, a tiger or lion roaring, a telephone ringing. According to all these sounds and fast paced changes, it can be assumed that this recording is best played at a comedic television show for kids.","['pop/country', 'changing songs', 'electronic drums', 'banjo', 'female voice', 'comedic sound effects', 'background-noises', 'uptempo']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00050.npy,C7WAx3n57Hk,"This song contains acoustic drums holding a steady groove with a complex fill in at the end of the phrase. An e-bass and e-guitar are playing the same notes, just the e-guitar is strumming a chord. The male voice is singing loud and in a higher register. This song may be playing in a garage workshop.","['rock&roll/blues', 'e-guitar', 'e-bass', 'acoustic drums', 'male voice singing', 'higher register', 'uptempo']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00096.npy,rfa-iUp5UQc,This is an intricate country guitar performance. The guitarist plays slide guitar. The playing is complex. There is a tambourine as a percussive element on every beat. It's a live recording.,"['country', 'country guitar', 'acoustic guitar', 'slide guitar', 'acoustic guitar arpeggio', 'tambourine', 'live recording', 'intricate guitar playing']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00059.npy,vy2gUzgmBzQ,"This goth metal song features a male voice singing the main melody. The voice is deep. Toward the end, there are other male voices singing vocables. This is accompanied by heavy percussion using a five-beat common time pattern played on floor toms with a shuffle note each note creating a triplet feel. The distortion guitars play heavy descending chord riffs using palm muting technique. The bass guitar plays the root notes of the chords. At the background, there is an high pitched sound played on a synth that gives this song an eerie feel. This song can be played at the end credits of a horror movie.","['heavy metal', 'goth metal', 'male voice', 'amateur recording', 'distortion guitars', 'heavy percussion', 'descending chords', 'synth backing', 'eerie']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00007.npy,HfBh3lZZi8Q,"This music is instrumental. The tempo is fast with a male vocalist, beat boxing rhythmically to the melody of a backup track. The audio quality is inferior but the music is upbeat, punchy, buoyant and youthful with a dance groove. This music is a Synth Pop/Electro Pop with beat boxing.","['instrumental', 'male singer', 'backup track', 'vigorous', 'enthusiastic', 'energetic', 'high spirited', 'dance pop', 'electro pop', 'dance music', 'club music', 'mimicking digital drums', 'fast tempo', 'beat boxing', 'vocal percussion', 'rhythmic', 'punchy', 'buoyant', 'groovy', 'home recording', 'home video', 'poor audio quality']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00087.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00087.npy,SvsCM0fLM5g,This is a country music piece that is played in an instrument lesson recording. The steel guitar is playing a mellow tune while at the forefront while there is a backing composed of the acoustic guitar and the acoustic drums. There is a relaxing and psychedelic feel to the piece. This music could suit well in the soundtrack of a feelgood/comedy movie. It could also be playing in the background at a shopping mall.,"['country music', 'no singer', 'instrumental', 'steel guitar', 'mellow tune', 'acoustic guitar', 'acoustic drums', 'easygoing', 'calm', 'relaxing', 'psychedelic', 'trippy']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00005.npy,We-bFXFjWaM,"The low quality recording features a percussive shoe tapping over hip hop beat playing in the background. The beat consists of shimmering shakers, hard 808 bass and punchy snare. At one point the shoe tapper gets a little bit sloppy. It sounds a bit muffled, boomy and reverberant.","['low quality', 'hip hop', 'shimmering shakers', 'hard 808 bass', 'punchy snare', 'percussive shoe tapping', 'reverberant', 'muffled', 'boomy']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00014.npy,tEdeb9eSKDI,"A male singer sings this passionate melody. The song is medium tempo with an amplified guitar playing a distant rhythm with a percussive bass line. The song has ambient noises like rain pattering down, thunder rumble sounds and ambient noise. The sound quality is poor with hissing tones. The song is an amateur metal music video.","['male singer', 'bad audio quality', 'ambient noises', 'rumbling tones', 'amateur music video', 'no percussions', 'thunder noise', 'lightning', 'guitar accompaniment', 'groovy bass line', 'rain sounds', 'emotional metal song', 'angst', 'love song', 'passionate', 'disturbed mind', 'hurt', 'youthful', 'spirited']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00029.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00029.npy,zYUZEXCE7gw,"The Latin Jazz song features an exotic, jazzy piano melody, plucked double bass, subtle hi hats and percussive wooden elements playing as the passionate female vocalist is singing. It sounds like it was recorded with stereo room microphones, since the vocal sounds a bit ""roomy"".","['latin jazz', 'low quality', 'passionate female vocal', 'exotic piano melody', 'subtle hi hats', 'percussive wooden elements', 'plucked double bass', 'reverberant']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00046.npy,TcoRmHHHNgI,This song contains an acoustic drum playing a simple groove along with an upright bass. A piano is playing short chords along with the snare of the drums. Trumpets are playing a melody along with the male voices singing together in unison and other harmonies. In the background you can hear a synth string chord and plucks playing a little melody. This song may be playing in a theater while watching a musical.,"['jazz/hiphop', 'upright bass', 'synth strings', 'trumpets', 'piano', 'acoustic drums', 'male voices singing', 'mid-range', 'medium to uptempo']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00025.npy,Z19W44ZI15Q,"This is a home recording of two electric guitar players jamming some random rock/metal tunes. It is a dated amateur recording so the quality is quite poor. The electric guitars have a distortion effect that gives them a crunchy sound. The sound is hard-hitting, but the atmosphere feels spontaneous and random. Parts of this recording could be lifted as distorted electric guitar samples to be used in beat-making.","['jam', 'rehearsal', 'amateur recording', 'no singer', 'instrumental', 'distorted electric guitar', 'hard-hitting', 'crunchy', 'random']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00059.npy,hu6sChY-Yps,"The low quality recording features a DJ scratching the vinyl of a hip hop song that consists of punchy kick and snare, repetitive wooden percussive elements, shimmering hi hats and open hats and soft crash cymbals. It sounds manic, energetic and kind of muffled, since it was probably recorded with a poor quality microphone.","['low quality', 'dj scratching vinyl', 'hip hop', 'punchy snare', 'punchy kick', 'repetitive wooden percussive elements', 'shimmering hi hats', 'soft crash cymbal', 'muffled', 'energetic', 'manic']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00034.npy,QIjShFhrp6w,This is an instrumental blues music piece. A clean electric guitar is playing a groovy solo while the bass guitar plays in the background. The acoustic drums are playing a slow tempo blues beat. The piece has a relaxing atmosphere. It could be playing in the background at a rock bar. This piece could also be playing in the soundtrack of a romantic movie especially during flirting scenes.,"['blues', 'no singer', 'instrumental', 'clean electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'groovy', 'chill', 'relaxing', 'easygoing', 'slow tempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00004.npy,9PMoI31ncIs,This is a house music piece. There is a synth with a crisp sound playing the melody while a lot of turntable scratches can be heard in the background. An electronic drum beat with lots of snare beat repeat sounds provide the rhythm. The atmosphere is energetic and upbeat. This piece could be played at nightclubs or dance clubs.,"['house', 'disco music', 'no singer', 'electronic', 'synth', 'turntable', 'electronic drums', 'energetic', 'dance', 'upbeat', 'club music']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00057.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00057.npy,MzUgHy7SyS8,"A male vocalist sings this perky pop song. His tempo is medium fast with punchy drumming; animated amplified piano accompaniment, tambourine beats and funky bass lines. The song is simple, peppy, engaging, energetic, story telling, and catchy. This song is Classic Pop/ Soft Rock.","['male singer', 'medium  fast tempo', 'amplified piano', 'tambourine beats', 'punchy drumming', 'boomy bass lines', 'buoyant', 'punchy', 'perky', 'energetic', 'youthfull', 'shakers', 'simple melody', 'catchy', 'rock', 'pop rock', 'soft rock']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00080.npy,Jq2w30NYstQ,"A male singer sings this poignant love song. The song is medium tempo with a steady drumming rhythm, strong bass line, keyboard accompaniment, guitar accompaniment and percussion hits. The song is emotional and romantic. The song audio quality is bad.","['male singer', 'classic rock', 'pop song', 'bad audio quality', 'medium tempo', 'string bass line', 'guitar accompaniment', 'piano accompaniment', 'keybiard accompaniment', 'steady drumming rhythm', 'emotional', 'passionate', 'groovy rhythm', 'new age', 'romantic song', 'sadness', 'realisation', 'modern pop songs', 'love songs']",train
